Date of Sale,Address,Location,Area,Total Area,Rooms,Plot,Closing Price
15 juni 2018,Klåverön 460,"Marstrand,Kungälvskommun",76+76,152.0,4,2303,4300000
14 juni 2018,Dannemarksgatan 42,"Ytterby,Kungälvskommun",148,,6,641,4800000
13 juni 2018,Dösebacka 630,"Diseröd,Kungälvskommun",84+84,168.0,4,1407,2000000
13 juni 2018,Bergsgatan 2,"Marstrand-Koön,Kungälvskommun",118+82,200.0,6,892,8600000
10 juni 2018,Flateby 120,"Kärna,Kungälvskommun",167,,6,2039,3150000
8 juni 2018,Väktaregatan 9,"Bohuslän,Kungälvskommun",166+83,249.0,8,538,5300000
7 juni 2018,Lundby 220,"Kareby,Kungälvskommun",146+45,191.0,5,1943,4650000
6 juni 2018,Bremnäs 450,"Lycke,Kungälvskommun",52,,2,1616,2400000
5 juni 2018,Skrivarevägen 6,"Tunge,Kungälvskommun",104,,4,162,3400000
4 juni 2018,Gunneröd 130,"Lycke,Kungälvskommun",47,,2,1333,1700000
3 juni 2018,Bastövägen 12,"Kärna,Kungälvskommun",80+80,160.0,6,1024,4200000
2 juni 2018,Kuskalundsvägen 39,"Bohuslän,Kungälvskommun",59+13,72.0,3,1745,2270000
2 juni 2018,Korpedalsvägen 3,"Aröd,Kungälvskommun",115+85,200.0,5,993,3720000
1 juni 2018,Nämndemansvägen 13,"Ytterby,Kungälvskommun",141,,7,939,4700000
31 maj 2018,Knaverstad-Ryr 450,"Kode,Kungälvskommun",44,,3,885,1500000
31 maj 2018,Fjällsholmen 190,"Marstrand,Kungälvskommun",80,,4,2750,5200000
30 maj 2018,Järpstigen 2,"Skälebräcke,Kungälvskommun",128,,5,743,4675000
30 maj 2018,Solberga 790,"Kode,Kungälvskommun",70+60,130.0,4,1380,3550000
29 maj 2018,Kulperödsvägen 31,"Gullbringa,Kungälvskommun",148,,5,2678,1500000
25 maj 2018,Vrångholmen 150,"Marstrand/Kråkerön,Kungälvskommun",185+34,219.0,6,2207,11000000
25 maj 2018,Hemmansgatan 7,"Ytterby,Kungälvskommun",155,,6,875,4500000
24 maj 2018,Bäckvägen 10,"Lökeberg,Kungälvskommun",55+5,60.0,4,1091,3910000
22 maj 2018,Rörmossevägen 240,"Rörmossen,Kungälvskommun",58+15,73.0,3,5170,2215000
22 maj 2018,Lievägen 228,"KungälvUllstorp,Kungälvskommun",125+10,135.0,4,250,4750000
22 maj 2018,Lökebergsvägen 18,"Lökeberg,Kungälvskommun",110+65,175.0,4,55368,6225000
17 maj 2018,Hermansby 228,"Kärna,Kungälvskommun",165+58,223.0,5,1503,5825000
17 maj 2018,Gräsgången 6,"Kungälv,Kungälvskommun",125,,4,514,3900000
17 maj 2018,Gategården 260,"Risby/Hålta,Kungälvskommun",120+71,191.0,5,2337,5020000
16 maj 2018,Brunnefjäll 110,"Kärna,Kungälvskommun",121+185,306.0,6,2124,3750000
16 maj 2018,Sandvik 110,"HARESTAD,Kungälvskommun",153+36,189.0,5,998,3400000
14 maj 2018,Galeasgatan 15,"Kungälv,Kungälvskommun",103+64,167.0,5,610,3500000
7 maj 2018,Fasanstigen 8,"Skälebräcke,Kungälvskommun",128,,5,362,4250000
7 maj 2018,Brunnefjäll 190,"Kärna,Kungälvskommun",83+50,133.0,4,1536,2810000
6 maj 2018,Enekullsvägen 32,"Ytterby,Kungälvskommun",101+20,121.0,4,807,3570000
3 maj 2018,Dannemarksgatan 39,"Ytterby,Kungälvskommun",159+32,191.0,6,730,4000000
2 maj 2018,Byvägen 22,"Ödsmålsmosse,Kungälvskommun",43+24,67.0,3,1930,2500000
30 april 2018,Rådmansgatan 4,"Centrum,Kungälvskommun",220,,6,678,6175000
19 april 2018,Bäck 250,"Romelanda,Kungälvskommun",49,,2,7867,1400000
19 april 2018,Rubinvägen 29,"KODE,Kungälvskommun",195,,,746,4200000
6 april 2018,Bokvägen 5,"Kungälvcentralt,Kungälvskommun",89+89,178.0,5,635,4450000
22 augusti 2021,Fontinvägen 16,"Bohuslän,Kungälvskommun",135+35,170.0,6,1012,6125000
21 augusti 2021,Västra gatan 6,"Bohuslän,Kungälvskommun",326+231,557.0,12,693,11000000
20 augusti 2021,Kuskalundsvägen 36,"HÅLTA,Kungälvskommun",138+23,161.0,6,1339,4100000
19 augusti 2021,Gömmet 120,"Romelanda,Kungälvskommun",197+19,216.0,5,2800,5250000
16 augusti 2021,Gunneröd 200,"Kärna,Kungälvskommun",40+10,50.0,3,789,2490000
16 augusti 2021,Ödsmål 360,"Ödsmål,Kungälvskommun",105+66,171.0,6,794,4700000
10 augusti 2021,Lagvägen 41,"Ytterby,Kungälvskommun",161,,5,642,5035000
10 augusti 2021,Metesten 150,"Harestad,Kungälvskommun",131+19,150.0,5,1507,4300000
9 augusti 2021,Sjöhåla 580,"Kärna,Kungälvskommun",94+87,181.0,5,1068,3490000
9 augusti 2021,Duvesjön 215,"Romelanda,Kungälvskommun",90,,3,1113,2750000
6 augusti 2021,Plogvägen 168,"Ullstorp,Kungälvskommun",122,,5,299,5800000
6 augusti 2021,Sjöhåla 380,"Holmängen,Kungälvskommun",71+12,83.0,,1527,2175000
4 augusti 2021,Munkholmsgatan 8,"Kungälv-Centralt,Kungälvskommun",120+60,180.0,7,639,6100000
2 augusti 2021,Hallsbrovägen 14,"Kärna,Kungälvskommun",145+61,206.0,5,2108,4500000
29 juli 2021,Väktaregatan 9,"Centralt,Kungälvskommun",166+83,249.0,9,538,6900000
23 juli 2021,Rådmansgatan 11,"KungälvCentralt,Kungälvskommun",167+122,289.0,6,547,6800000
21 juli 2021,Flateby 470,"Harestad,Kungälvskommun",61+7,68.0,3,1409,2800000
20 juli 2021,Rondan 20,"Ödsmålsmosse,Kungälvskommun",82+75,157.0,4,1326,3900000
15 juli 2021,Olserödsgatan 10,"Olseröd,Kungälvskommun",118,,5,285,4700000
13 juli 2021,Nereby 370,"Hisingen,Kungälvskommun",65,,3,1840,3550000
13 juli 2021,Bergåsvägen 26,"Ytterby,Kungälvskommun",184+55,239.0,4,891,6450000
12 juli 2021,Gömmet 130,"Romelanda,Kungälvskommun",160,,7,3055,4900000
12 juli 2021,Alvägen 5,"Bohuslän,Kungälvskommun",127,,5,744,4550000
10 juli 2021,Olserödsgatan 118,"Olseröd,Kungälvskommun",127+24,151.0,6,910,6200000
9 juli 2021,Gömmet 110,"Romelanda,Kungälvskommun",153+24,177.0,3,30000,5600000
8 juli 2021,Olsåker 110,"Kareby,Kungälvskommun",139+60,199.0,6,16226,5900000
8 juli 2021,Källeröd 192,"Kareby,Kungälvskommun",141,,6,1335,5295000
6 juli 2021,Olvonvägen 17,"Diseröd,Kungälvskommun",162+17,179.0,7,683,5300000
5 juli 2021,Bäckvägen 8,"Lökeberg,Kungälvskommun",85+43,128.0,4,1016,2750000
3 juli 2021,Rävsal 170,"Olseröd,Kungälvskommun",124+50,174.0,5,2514,3525000
29 juni 2021,Ön 150,"Kareby,Kungälvskommun",127,,5,2077,5750000
28 juni 2021,Klintegatan 8,"Kungälv-Centralt,Kungälvskommun",130+80,210.0,7,778,7100000
24 juni 2021,Marias väg 17,"Aröd,Kungälvskommun",99+34,133.0,4,1318,4700000
24 juni 2021,Skårby station 130,"Kareby,Kungälvskommun",89+96,185.0,4,1686,2600000
22 juni 2021,Lilla Ryr 170,"Lycke,Kungälvskommun",40+9,49.0,2,1345,2900000
22 juni 2021,Prästvägen 450,"Kareby,Kungälvskommun",116+50,166.0,4,2572,4600000
21 juni 2021,Olserödsgatan 90,"Klöverbacken-Olseröd,Kungälvskommun",108,,4,223,3600000
21 juni 2021,Ekliden 8,"Centralt,Kungälvskommun",67+66,133.0,3,1041,5000000
19 juni 2021,Vedhall 120,"Kärna,Kungälvskommun",88+49,137.0,4,2105,6500000
18 juni 2021,Toreby 200,"Bohuslän,Kungälvskommun",103+130,233.0,4,2391,4100000
18 juni 2021,Holm 285,"Kärna,Kungälvskommun",6,,,1091,4300000
17 juni 2021,Häljeröd 300,"Kungälv-Romelanda,Kungälvskommun",223+25,248.0,7,3547,6900000
15 juni 2021,Konvaljgatan 10,"Ytterby,Kungälvskommun",115,,4,634,5050000
15 juni 2021,Skutviksvägen 3,"Marstrand-Instön,Kungälvskommun",42+3,45.0,3,1223,4750000
14 juni 2021,Harkvägen 349,"Kungälv-Ullstorp,Kungälvskommun",126,,4,,4900000
11 juni 2021,Dotorp 540,"Kärna,Kungälvskommun",120,,5,1214,3900000
11 juni 2021,Otterlyckan 49,"Instön,Kungälvskommun",63,,4,769,4900000
11 juni 2021,Duvesjön 475,"Diseröd,Kungälvskommun",36,,3,1577,1825000
10 juni 2021,Helgonagatan 157,"Munkegärde,Kungälvskommun",109+109,218.0,7,903,5025000
9 juni 2021,Dannemarksgatan 14,"Ytterby-Tega,Kungälvskommun",210+86,296.0,8,1203,6250000
26 maj 2017,Dalvägen 17,"Ödsmålsmosse/Rörtången,Kungälvskommun",45+40,85.0,5,1036,2395000
25 maj 2017,Skrivarevägen 46,"Ytterby,Kungälvskommun",104,,4,176,3400000
25 maj 2017,Fredkullagatan 21,"Centrum,Kungälvskommun",130+130,260.0,7,978,5710000
25 maj 2017,Årsnäs 460,"Kode,Kungälvskommun",40,,3,2393,2450000
19 maj 2017,Husfrejagatan 6,"Iskällan,Kungälvskommun",152+52,204.0,6,938,5400000
17 maj 2017,Matskärsvägen 70,"Tjuvkil,Kungälvskommun",86,,4,1138,3470000
16 maj 2017,Västerhöjdsvägen 24,"Kärna,Kungälvskommun",150+15,165.0,6,728,5300000
15 maj 2017,Plogvägen 209,"Ullstorp,Kungälvskommun",122,,5,290,4800000
14 maj 2017,Byvägen 63,"ÖdsmålsmossevidRörtången,Kungälvskommun",104,,5,1750,3300000
12 maj 2017,Myrstigen 4,"Tjuvkil/Lökeberg,Kungälvskommun",56,,2,1511,3240000
12 maj 2017,"Västra Trädal 205, Villa Kobbskär","KärnaKållstorp,Kungälvskommun",127,,5,1236,4635000
10 maj 2017,Stora Risby 360,"Bohuslän,Kungälvskommun",43,,3,1264,1750000
10 maj 2017,Fregattgatan 2,"Kungälv,Kungälvskommun",217+26,243.0,7,781,4650000
8 maj 2017,Jakobsvägen 21-23,"Aröd,Kungälvskommun",95+65,160.0,5,2963,4550000
5 maj 2017,Östergårdsgatan 63,"Ytterby,Kungälvskommun",150,,6,1556,5700000
5 maj 2017,Stora Lycke 330,"Kungälv-Lycke,Kungälvskommun",220,,7,3147,7000000
4 maj 2017,Tolleröd 115,"Kode,Kungälvskommun",120+100,220.0,7,2130,4295000
2 maj 2017,Situlagatan 3,"YTTERBY,Kungälvskommun",154+16,170.0,6,795,5600000
1 maj 2017,Kvarndalsvägen 40,"Lökeberg,Kungälvskommun",56+36,92.0,3,1089,2650000
29 april 2017,Skäggstorp 180,"Kode,Kungälvskommun",58,,2,1353,2360000
27 april 2017,Knapegården 170,"Kode,Kungälvskommun",62,,3,1256,1840000
27 april 2017,Briljantvägen 21,"Kode,Kungälvskommun",150,,6,498,4350000
26 april 2017,Bergkristallvägen 21,"Kode,Kungälvskommun",127+10,137.0,6,531,4250000
26 april 2017,Mantalsgatan 29,"Ytterby,Kungälvskommun",193,,6,882,5360000
25 april 2017,Vallhjonsgatan 14,"Marstrand-Koön,Kungälvskommun",172,,6,630,8200000
25 april 2017,Bergkristallvägen 3,"Kode,Kungälvskommun",125+9,134.0,4,527,4500000
16 april 2017,Tryggvasons gata 1,"Iskällan,Kungälvskommun",135+40,175.0,7,785,6500000
16 april 2017,Snäckvägen 19,"Ödsmålsmosse/Rörtången,Kungälvskommun",90+17,107.0,4,1184,3600000
10 april 2017,Sjöhåla 440,"SjöhålaTorsby,Kungälvskommun",142,,4,1243,4250000
7 april 2017,Fontinvägen 42,"Centrum,Kungälvskommun",118+7,125.0,4,440,4600000
7 april 2017,Solberga 510,"Solberga-Kode,Kungälvskommun",98+58,156.0,5,1517,2990000
30 mars 2017,Helgonagatan 175,"Munkegärde,Kungälvskommun",187,,7,721,5150000
30 mars 2017,Gategården 257,"Bohuslän,Kungälvskommun",126,,5,776,4700000
24 mars 2017,Skårby Station 395,"Kungälv-Kareby,Kungälvskommun",173,,7,1922,5095000
24 mars 2017,"Västra Trädal 215, Villa Solbacka","KärnaKållstorp,Kungälvskommun",156,,8,1234,4600000
17 mars 2017,Västerhöjdsvägen 36,"Kärna,Kungälvskommun",107,,5,258,4050000
16 mars 2017,Stenåldersgatan 12,"YtterbyStället,Kungälvskommun",104+7,111.0,4,357,4000000
16 mars 2017,Lievägen 224,"Ullstorp,Kungälvskommun",122,,5,304,4700000
15 mars 2017,Hövdingagatan 4,"Centrum,Kungälvskommun",115+137,252.0,7,906,5325000
11 mars 2017,Havregången 9,"Kungälv,Kungälvskommun",137,,6,402,3700000
8 mars 2017,Hermansby 224,"Kärna,Kungälvskommun",178,,6,1494,5750000
7 mars 2017,Glose 380,"Kärna,Kungälvskommun",138,,5,1119,2900000
4 mars 2017,Dotorp 540,"Kärna,Kungälvskommun",85,,5,1214,3700000
3 mars 2017,Komministergatan 10,"Kungälv-Centrum,Kungälvskommun",145+125,270.0,9,659,6550000
2 mars 2017,Vävra 800,"Hålta,Kungälvskommun",148+18,166.0,9,6109,4460000
2 mars 2017,Arntorp 220,"Kareby,Kungälvskommun",138+24,162.0,6,2125,4200000
24 februari 2017,Rishammar 110,"Kareby,Kungälvskommun",140+19,159.0,6,1205,3550000
24 februari 2017,Timmervik 150,"Romelanda-Dösebacka,Kungälvskommun",190,,6,1345,3510000
22 februari 2017,Kållstorp 125,"Kode,Kungälvskommun",70,,4,12437,3250000
22 februari 2017,Munkegärdegatan 31,"Munkegärde,Kungälvskommun",118,,4,239,3870000
22 juni 2022,Halltorpsvägen 11,"Kode,Kungälvskommun",107+13,120.0,4,1119,4800000
21 juni 2022,Duvesjön 351,"Romelanda,Kungälvskommun",50+35,85.0,2,2418,1750000
21 juni 2022,Kärnavägen 50,"Bohuslän,Kungälvskommun",128,,,525,3200000
21 juni 2022,Idrottsgatan 14,"Marstrand,Kungälvskommun",114+60,174.0,,592,7800000
20 juni 2022,Äslingsvägen 10,"Tjuvkil,Kungälvskommun",75+43,118.0,4,1355,4150000
19 juni 2022,Solberg 450,"Bohuslän,Kungälvskommun",158,,6,5435,5250000
17 juni 2022,Almvägen 9,"Romelanda,Kungälvskommun",129+10,139.0,6,803,5260000
17 juni 2022,Flateby 525,"Bohuslän,Kungälvskommun",154,,6,2814,6275000
16 juni 2022,Korpedalsvägen 9,"Aröd,Kungälvskommun",47,,4,1317,3350000
15 juni 2022,Östergårdsgatan 23,"Ytterby,Kungälvskommun",180+48,228.0,6,840,5600000
15 juni 2022,Åsleröd 130,"Bohuslän,Kungälvskommun",120+35,155.0,4,1566,4700000
13 juni 2022,Rävo 131,"Bohuslän,Kungälvskommun",140,,5,3380,7450000
11 juni 2022,Situlagatan 4,"Ytterby-Stället,Kungälvskommun",138+27,165.0,5,636,6620000
9 juni 2022,Duvesjön 373,"Duvesjön,Kungälvskommun",149+9,158.0,5,1604,4900000
9 juni 2022,Odlingsgatan 78,"Ytterby,Kungälvskommun",130,,5,295,5600000
8 juni 2022,Östra gatan 29,"Kungälv,Kungälvskommun",192+128,320.0,8,384,8300000
6 juni 2022,Duvesjön 369,"Kungälv-Duvesjön,Kungälvskommun",4,,,1198,5050000
4 juni 2022,Tjuvkils huvud 918,"Tjuvkil,Kungälvskommun",60,,4,1376,5150000
3 juni 2022,Bergåsvägen 10B,"Ytterby,Kungälvskommun",115+78,193.0,6,834,5700000
31 maj 2022,Lagvägen 29,"Ytterby,Kungälvskommun",101,,4,713,4700000
31 maj 2022,Lerskärsvägen 49,"Tjuvkil,Kungälvskommun",189,,6,1133,7100000
29 maj 2022,Sagagatan 6,"Centraltvidälven,Kungälvskommun",280+45,325.0,6,768,8500000
27 maj 2022,Glose 120,"Glose,Kungälvskommun",64+64,128.0,4,1418,3500000
26 maj 2022,Toreby 240,"Kärna,Kungälvskommun",89+89,178.0,4,1245,3895000
26 maj 2022,Tronnum 370,"Kärna,Kungälvskommun",165+36,201.0,5,2407,6360000
23 maj 2022,Ängsgatan 9,"Centrum,Kungälvskommun",165+16,181.0,6,575,5700000
22 maj 2022,Storskiftegatan 35,"ÖvreTega,Kungälvskommun",84+11,95.0,3,255,4000000
20 maj 2022,Lerskärsvägen 36,"Tjuvkil,Kungälvskommun",75,,,1156,3800000
17 maj 2022,Rörstigen 8,"Centraltvidälven,Kungälvskommun",129+2,131.0,5,407,6200000
16 maj 2022,Bäckvägen 2,"Kungälv-Lökeberg,Kungälvskommun",95+48,143.0,3,1050,6300000
16 maj 2022,Hagtornsvägen 1,"Diseröd,Kungälvskommun",120+107,227.0,7,788,4650000
16 maj 2022,Ulvesund 403,"Ytterby,Kungälvskommun",42,,,287,2400000
16 maj 2022,Glose 360,"Bohuslän,Kungälvskommun",75,,4,2280,3250000
15 maj 2022,Skålgropsgatan 16,"Ytterby,Kungälvskommun",120,,5,249,4800000
14 maj 2022,Fredrik Bagges gata 9,"Koön,Marstrand,Kungälvskommun",135,,6,979,9500000
13 maj 2022,Åsebyberg 870,"Åsebyberg,Kungälvskommun",117+72,189.0,4,2667,4900000
12 maj 2022,Aspvägen 8,"Ytterby,Kungälvskommun",130+90,220.0,5,602,6210000
11 maj 2022,Hällristningsgatan 12,"Ytterby,Kungälvskommun",107,,,560,5275000
9 maj 2022,Klockarvägen 4,"Romelanda,Kungälvskommun",154,,6,561,5000000
8 maj 2022,Sjöhåla strandväg 36,"Kovikshamn,Kungälvskommun",179,,6,1720,6900000
6 maj 2022,Duvesjön 304,"Kungälv,Kungälvskommun",124,,4,1180,5600000
3 maj 2022,Holm 280,"Kärna,Kungälvskommun",65,,3,1893,3300000
29 april 2022,Bräcke 220,"Kärna,Kungälvskommun",120,,6,1565,5250000
28 april 2022,Sundhammarsvägen 790,"Kovikshamn/Sundhammar,Kungälvskommun",78,,3,1156,3625000
27 april 2022,Vävra 433,"Hålta,Kungälvskommun",198,,6,1729,6275000
27 april 2022,Grepvägen 393,"Ullstorp,Kungälvskommun",148,,5,477,7000000
27 april 2022,Torsbyvägen 50,"Ytterby,Kungälvskommun",101+49,150.0,4,4904,5550000
26 april 2022,Dösebacka 150,"Romelanda,Kungälvskommun",95,,2,1600,4950000
25 april 2022,Åsebyberg 855,"Åsebyberg,Kungälvskommun",129+18,147.0,5,4105,5000000
25 april 2022,Lingonvägen 16,"Centralt,Kungälvskommun",134,,5,381,5800000
11 november 2020,Slottsgatan 11,"Marstrand-Koön,Kungälvskommun",142,,5,448,14000000
10 november 2020,Duvesjön 359,"Diseröd,Kungälvskommun",117+40,157.0,4,1091,4170000
9 november 2020,Dalvägen 17,"Ödsmålsmosse,Kungälvskommun",45+40,85.0,4,1036,2800000
4 november 2020,Bergkristallvägen 25,"Kode,Kungälvskommun",127,,5,531,4700000
4 november 2020,Guddeby 172,"Ytterby,Kungälvskommun",143,,6,1090,5275000
29 oktober 2020,Kornhall 210,"Kornhall,Kungälvskommun",110+22,132.0,5,570,4060000
26 oktober 2020,Olserödsgatan 32,"Olseröd,Kungälvskommun",118,,6,274,3905000
26 oktober 2020,Nolhagsvägen 22,"Aröd,Kungälvskommun",102+71,173.0,5,3489,5000000
23 oktober 2020,Solberga 510,"Solberga,Kungälvskommun",98+58,156.0,4,1517,4195000
23 oktober 2020,Grindbacken 17,"Grinden,Kungälvskommun",191+20,211.0,6,958,8600000
22 oktober 2020,Skårby station 453,"Kareby,Kungälvskommun",129,,5,950,3995000
19 oktober 2020,Nämndemansvägen 25,"Ytterby,Kungälvskommun",136+25,161.0,4,560,4850000
16 oktober 2020,Harkeröd 380,"Hålta,Kungälvskommun",121,,4,1375,2995000
15 oktober 2020,Briljantvägen 23,"Kode,Kungälvskommun",149,,6,445,4150000
13 oktober 2020,Överås 110,"Ytterby,Kungälvskommun",168+57,225.0,6,26600,6545000
13 oktober 2020,Glose 660,"Kärna,Kungälvskommun",81,,3,1703,2900000
10 oktober 2020,Klockarvägen 4,"Diseröd,Kungälvskommun",154,,6,561,3800000
9 oktober 2020,Hagtornsvägen 7,"Diseröd,Kungälvskommun",112+112,224.0,6,825,4500000
8 oktober 2020,Stenåldersgatan 52,"Stället,Kungälvskommun",117,,4,345,4800000
7 oktober 2020,Diamantvägen 36,"Kungälv-Kode,Kungälvskommun",123,,5,510,3775000
7 oktober 2020,Hammar 350,"Kornhall,Kungälvskommun",148,,6,1143,4500000
1 oktober 2020,Munkegärdegatan 21,"Munkegärde,Kungälvskommun",118,,4,179,4300000
30 september 2020,Häljeröd 130,"Bohuslän,Kungälvskommun",128,,4,1267,3930000
29 september 2020,Solbräcke 212,"Solbräcke,Kungälvskommun",144,,6,976,4995000
28 september 2020,Korpvägen 265,"Ullstorp,Kungälvskommun",133+18,151.0,6,401,5950000
28 september 2020,Vallhjonsgatan 8,"Marstrand-Koön,Kungälvskommun",162,,6,748,8500000
26 september 2020,Hallbjörtorp 370,"Kärna,Kungälvskommun",30+30,60.0,2,1535,2900000
26 september 2020,Rådmansgatan 4,"Kungälv-Centrum,Kungälvskommun",221+10,231.0,6,678,6400000
25 september 2020,Knaverstad-Ryr 590,"Aröd,Kungälvskommun",80,,3,1007,3100000
24 september 2020,Häljeröd 390,"Diseröd,Kungälvskommun",115+37,152.0,5,3700,4500000
24 september 2020,Grenvägen 9,"Tjuvkil,Kungälvskommun",56+2,58.0,3,1215,2530000
24 september 2020,Solskiftegatan 29,"Ytterby,Kungälvskommun",192+56,248.0,7,932,5700000
23 september 2020,Hermelingatan 11,"Kungälv-Olseröd,Kungälvskommun",126+25,151.0,5,548,5600000
22 september 2020,Ställets bygata 160,"Ytterby-Stället,Kungälvskommun",165,,7,823,5900000
21 september 2020,Västerhöjdsvägen 30,"Kärna,Kungälvskommun",104,,5,250,3760000
21 september 2020,Havregången 11,"Centrum,Kungälvskommun",150+42,192.0,4,588,4400000
20 september 2020,Nereby 340,"Harestad,Kungälvskommun",129,,5,1344,2700000
18 september 2020,Länsmansvägen 5,"Ytterby,Kungälvskommun",108+136,244.0,5,573,4600000
17 september 2020,Duvesjön 302,"Duvesjön,Kungälvskommun",120+74,194.0,4,1506,5615000
16 september 2020,Skårby station 455,"Bohuslän,Kungälvskommun",,,4,800,3995000
16 september 2020,Klövergången 6,"Centralt,Kungälvskommun",120,,5,402,3440000
15 september 2020,Västerhöjdsvägen 40,"Kärna,Kungälvskommun",107+8,115.0,4,274,4100000
13 september 2020,Dösebacka 450,"Diseröd,Kungälvskommun",104+40,144.0,5,4320,3520000
11 september 2020,Duvesjön 362,"Diseröd,Kungälvskommun",120,,4,1024,4220000
11 september 2020,Fjärdingsgatan 9,"Ytterby,Kungälvskommun",120+68,188.0,5,1680,4650000
10 september 2020,Havregången 9,"Kungälv,Kungälvskommun",181,,7,402,4415000
10 september 2020,Stinneröd 160,"Romelanda,Kungälvskommun",96,,5,1815,3525000
9 september 2020,Löstorp 180,"Kareby,Kungälvskommun",48+20,68.0,,84425,5500000
9 september 2020,Trankärr 210,"Centralt,Kungälvskommun",209+47,256.0,8,2855,6700000
9 september 2020,Trankärr 230,"Centralt,Kungälvskommun",152+34,186.0,6,2056,4795000
10 februari 2021,Guddeby 174,"Ytterby/Guddeby,Kungälvskommun",143,,6,1257,5475000
9 februari 2021,Gamla Trollhättevägen 6,"Centralt,Kungälvskommun",210+170,380.0,8,1368,7600000
8 februari 2021,Lybeck 151,"Diseröd,Kungälvskommun",117+40,157.0,4,1572,5120000
5 februari 2021,Furuvägen 8,"Diseröd,Kungälvskommun",102+102,204.0,4,715,3100000
4 februari 2021,Barlinds Väg 4B,"Instön,Kungälvskommun",80+25,105.0,4,,7900000
3 februari 2021,Settungsvägen 48,"Ullstorp,Kungälvskommun",123+22,145.0,4,543,5935000
3 februari 2021,Toftebergsvägen 2,"Tjuvkil,Kungälvskommun",85+6,91.0,3.5,1085,3895000
31 januari 2021,Skårshöjd 6,"Kärna,Kungälvskommun",107,,3,909,4575000
29 januari 2021,Lyckevägen 5C,"Kärna,Kungälvskommun",95+61,156.0,3,1060,4500000
28 januari 2021,Odlingsgatan 88,"Ytterby,Kungälvskommun",130,,5,464,5275000
28 januari 2021,Rishammarvägen 2,"Kareby,Kungälvskommun",155+62,217.0,8,2086,6770000
28 januari 2021,Lerlycke 210,"Kärna,Kungälvskommun",148,,5,925,4030000
27 januari 2021,Näckrosvägen 7A,"Kärna,Kungälvskommun",140,,5,1321,6650000
27 januari 2021,Lilla Fjellsholmen 11,"LillaFjellsholmen,Kungälvskommun",103,,5,414,8700000
26 januari 2021,Åsebyberg 655,"Åsebyberg,Kungälvskommun",35,,2,2854,2700000
24 januari 2021,Håkons gata 2,"Centrum,Kungälvskommun",124+124,248.0,6,1006,5350000
23 januari 2021,Beryllvägen 11,"Kode,Kungälvskommun",123,,5,350,3650000
22 januari 2021,Glöskär 390,"Kärna,Kungälvskommun",170,,5,2171,5100000
21 januari 2021,Täljstensgatan 4,"Ytterby,Kungälvskommun",70+12,82.0,3,478,3600000
19 januari 2021,Glose 650,"Bohuslän,Kungälvskommun",75,,,3702,2950000
18 januari 2021,Bärtas väg 10,"Ödsmålsmosse,Kungälvskommun",30,,2,1525,1600000
13 januari 2021,Kantorvägen 3,"Bohuslän,Kungälvskommun",165+14,179.0,5,761,4625000
12 januari 2021,Holm 160,"Kärna,Kungälvskommun",143+108,251.0,5,3125,4525000
11 januari 2021,Högsberg 355,"Kode,Kungälvskommun",98,,4,1797,3825000
7 januari 2021,Skårby station 215,"Kareby,Kungälvskommun",95+88,183.0,5,1498,3700000
23 december 2020,Signehög 240,"Signehög,Kungälvskommun",121+77,198.0,3,,2500000
21 december 2020,Munkegärdegatan 253,"KungälvMunkegärde,Kungälvskommun",134+110,244.0,8,899,6060000
18 december 2020,Klintegatan 21,"Kungälv,Kungälvskommun",90,,3,672,3800000
16 december 2020,Prästvägen 788,"Bohuslän,Kungälvskommun",175,,8,1456,6150000
12 december 2020,Almvägen 19,"Bohuslän,Kungälvskommun",162,,4,801,5325000
9 december 2020,Oxelvägen 80,"Diseröd,Kungälvskommun",139+20,159.0,7,751,5475000
8 december 2020,Byvägen 42,"Kode,Kungälvskommun",54,,,1521,1750000
4 december 2020,Källeröd 193,"Kareby,Kungälvskommun",126,,6,1163,4495000
2 december 2020,Ulvesund 415,"Ytterby,Kungälvskommun",48,,3,791,2060000
2 december 2020,Bollestad 130,"Kareby,Kungälvskommun",145+55,200.0,6,1554,3975000
1 december 2020,Klockarvägen 6,"Bohuslän,Kungälvskommun",137,,5,561,4450000
1 december 2020,Västerhöjdsvägen 36,"Kärna,Kungälvskommun",107,,4,258,4425000
30 november 2020,Sjöstigen 7,"Kungälv,Kungälvskommun",115,,5,289,3400000
30 november 2020,Alekärr 125,"Romelanda,Kungälvskommun",120,,4,1950,5600000
30 november 2020,Rörmossevägen 170,"Kungälv,Kungälvskommun",214,,8,2864,4950000
29 november 2020,Kroken 210,"Bohuslän,Kungälvskommun",139+39,178.0,6,1447,5500000
28 november 2020,Mellan-Restad 355,"Bohuslän,Kungälvskommun",70+15,85.0,4,851,4160000
24 november 2020,Lönnvägen 1,"Ytterby,Kungälvskommun",137,,6,630,4800000
24 november 2020,Hammarberg 900,"Kode,Kungälvskommun",75,,4,1106,2575000
23 november 2020,Brunnefjällsvägen 27,"Vedhall,Kungälvskommun",60,,4,1571,2300000
22 november 2020,Onyxvägen 5,"Kode,Kungälvskommun",155,,5,532,5100000
20 november 2020,Olgas väg 1C,"Timmervik,Kungälvskommun",140,,5,1342,5525000
19 november 2020,Ametistvägen 1,"Kode,Kungälvskommun",98+92,190.0,5,936,4135000
